date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,ncumul_hosp,ncumul_ICU,ncumul_vent,ncumul_released,ncumul_deceased,source,current_quarantined_total
2020-04-10,09:30,SH,,55,7,2,,,1,https://coviddashboard.sh.ch/,
2020-04-11,09:30,SH,,57,7,2,,,1,https://coviddashboard.sh.ch/,
2020-04-12,09:30,SH,,57,7,2,,,1,https://coviddashboard.sh.ch/,
2020-04-13,09:30,SH,,57,7,2,,,1,https://coviddashboard.sh.ch/,
2020-04-14,09:30,SH,,59,6,2,,,1,https://coviddashboard.sh.ch/,
2020-04-15,09:30,SH,,60,5,2,,,1,https://coviddashboard.sh.ch/,
2020-04-16,09:30,SH,,60,4,2,,,1,https://coviddashboard.sh.ch/,
2020-04-17,09:30,SH,,61,4,2,,,1,https://coviddashboard.sh.ch/,
2020-04-18,09:30,SH,,62,6,4,,,2,https://coviddashboard.sh.ch/,
2020-04-19,09:30,SH,,63,4,2,,,2,https://coviddashboard.sh.ch/,
2020-04-20,09:30,SH,,63,4,2,,,2,https://coviddashboard.sh.ch/,
2020-04-21,09:30,SH,,63,4,2,,,3,https://coviddashboard.sh.ch/,
2020-04-22,09:30,SH,,65,5,2,,,3,https://coviddashboard.sh.ch/,
2020-04-23,09:30,SH,,70,5,2,,,5,https://coviddashboard.sh.ch/,
2020-04-24,09:30,SH,,71,2,1,,,5,https://coviddashboard.sh.ch/,
2020-04-25,09:30,SH,,72,2,1,,,5,https://coviddashboard.sh.ch/,
2020-04-26,09:30,SH,,73,4,2,,,6,https://coviddashboard.sh.ch/,
2020-04-27,09:30,SH,,74,6,3,,,6,https://coviddashboard.sh.ch/,
2020-04-28,09:30,SH,,74,5,2,,,6,https://coviddashboard.sh.ch/,
2020-04-29,09:30,SH,,75,5,2,,,6,https://coviddashboard.sh.ch/,
2020-04-30,09:30,SH,,75,5,2,,,6,https://coviddashboard.sh.ch/,
2020-05-01,09:30,SH,,75,6,2,,,6,https://coviddashboard.sh.ch/,
2020-05-02,09:30,SH,,75,6,2,,,6,https://coviddashboard.sh.ch/,
2020-05-03,09:30,SH,,75,6,2,,,6,https://coviddashboard.sh.ch/,
2020-05-04,09:30,SH,,75,6,2,,,6,https://coviddashboard.sh.ch/,
2020-05-05,09:30,SH,,75,7,4,,,6,https://coviddashboard.sh.ch/,
2020-05-06,09:30,SH,,76,7,4,,,6,https://coviddashboard.sh.ch/,
2020-05-07,09:30,SH,,76,7,4,,,6,https://coviddashboard.sh.ch/,
2020-05-08,09:30,SH,,76,6,3,,,6,https://coviddashboard.sh.ch/,
2020-05-09,09:30,SH,,78,6,3,,,6,https://coviddashboard.sh.ch/,
2020-05-10,09:30,SH,,78,6,3,,,6,https://coviddashboard.sh.ch/,
2020-05-11,09:30,SH,,78,6,3,,,6,https://coviddashboard.sh.ch/,
2020-05-12,09:30,SH,,78,6,3,,,6,https://coviddashboard.sh.ch/,
2020-05-13,09:30,SH,,78,6,3,,,6,https://coviddashboard.sh.ch/,
2020-05-14,09:30,SH,,78,6,3,,,6,https://coviddashboard.sh.ch/,
2020-05-15,09:30,SH,,78,6,3,,,6,https://coviddashboard.sh.ch/,
2020-05-16,,SH,,78,,,,,6,https://coviddashboard.sh.ch/,
2020-05-17,,SH,,78,,,,,6,https://coviddashboard.sh.ch/,
2020-05-18,09:30,SH,,78,6,3,,,6,https://coviddashboard.sh.ch/,
2020-05-19,09:30,SH,,78,4,2,,,6,https://coviddashboard.sh.ch/,
2020-05-20,09:30,SH,,78,3,1,,,6,https://coviddashboard.sh.ch/,
2020-05-21,,SH,,78,,,,,6,https://coviddashboard.sh.ch/,
2020-05-22,09:30,SH,,78,3,1,,,6,https://coviddashboard.sh.ch/,
2020-05-23,,SH,,78,,,,,6,https://coviddashboard.sh.ch/,
2020-05-24,,SH,,78,,,,,6,https://coviddashboard.sh.ch/,
2020-05-25,09:30,SH,,79,4,1,,,6,https://coviddashboard.sh.ch/,
2020-05-26,09:30,SH,,79,5,2,,,6,https://coviddashboard.sh.ch/,
2020-05-27,09:30,SH,,79,5,2,,,6,https://coviddashboard.sh.ch/,
2020-05-28,09:30,SH,,79,5,2,,,6,https://coviddashboard.sh.ch/,
2020-05-29,09:30,SH,,79,5,2,,,6,https://coviddashboard.sh.ch/,
2020-05-30,,SH,,79,,,,,6,https://coviddashboard.sh.ch/,
2020-05-31,,SH,,79,,,,,6,https://coviddashboard.sh.ch/,
2020-06-01,,SH,,79,,,,,6,https://coviddashboard.sh.ch/,
2020-06-02,09:30,SH,,79,3,1,,,6,https://coviddashboard.sh.ch/,
2020-06-03,09:30,SH,,79,3,1,,,6,https://coviddashboard.sh.ch/,
2020-06-04,09:30,SH,,79,3,1,,,6,https://coviddashboard.sh.ch/,
2020-06-05,09:30,SH,,79,3,1,,,6,https://coviddashboard.sh.ch/,
2020-06-06,,SH,,80,,,,,6,https://coviddashboard.sh.ch/,
2020-06-07,,SH,,80,,,,,7,https://coviddashboard.sh.ch/,
2020-06-08,09:30,SH,,80,3,1,,,7,https://coviddashboard.sh.ch/,
2020-06-09,09:30,SH,,80,2,1,,,7,https://coviddashboard.sh.ch/,
2020-06-10,09:30,SH,,80,2,1,,,7,https://coviddashboard.sh.ch/,
2020-06-11,09:30,SH,,80,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-12,09:30,SH,,80,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-13,,SH,,82,,,,,7,https://coviddashboard.sh.ch/,
2020-06-14,,SH,,82,,,,,7,https://coviddashboard.sh.ch/,
2020-06-15,09:30,SH,,82,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-16,09:30,SH,,82,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-17,09:30,SH,,82,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-18,09:30,SH,,82,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-19,09:30,SH,,83,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-20,09:30,SH,,83,,,,,7,https://coviddashboard.sh.ch/,
2020-06-21,09:30,SH,,83,,,,,7,https://coviddashboard.sh.ch/,
2020-06-22,09:30,SH,,83,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-23,09:30,SH,,83,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-24,09:30,SH,,83,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-25,09:30,SH,,83,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-26,09:30,SH,,84,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-27,,SH,,84,,,,,7,https://coviddashboard.sh.ch/,
2020-06-28,,SH,,85,,,,,7,https://coviddashboard.sh.ch/,
2020-06-29,09:30,SH,,85,0,0,,,7,https://coviddashboard.sh.ch/,
2020-06-30,09:30,SH,,85,0,0,,,7,https://coviddashboard.sh.ch/,
2020-07-01,09:30,SH,,85,0,0,,,7,https://coviddashboard.sh.ch/,
2020-07-02,09:30,SH,,85,0,0,,,7,https://coviddashboard.sh.ch/,
2020-07-03,09:30,SH,,87,0,0,,,7,https://coviddashboard.sh.ch/,
2020-07-04,,SH,,87,,,,,7,https://coviddashboard.sh.ch/,
2020-07-05,,SH,,87,,,,,7,https://coviddashboard.sh.ch/,
2020-07-06,09:30,SH,,88,0,0,,,7,https://coviddashboard.sh.ch/,
2020-07-07,09:30,SH,,88,0,0,,,7,https://coviddashboard.sh.ch/,
2020-07-08,09:30,SH,,88,0,0,,,7,https://coviddashboard.sh.ch/,
2020-07-09,09:30,SH,,88,0,0,,,7,https://coviddashboard.sh.ch/,
2020-07-10,09:30,SH,,90,0,0,,,7,https://coviddashboard.sh.ch/,
2020-07-11,,SH,,91,,,,,7,https://coviddashboard.sh.ch/,
2020-07-12,,SH,,92,,,,,7,https://coviddashboard.sh.ch/,
2020-07-13,09:30,SH,,96,0,0,,,7,https://coviddashboard.sh.ch/,
2020-07-14,09:30,SH,,98,1,0,,,7,https://coviddashboard.sh.ch/,
2020-07-15,09:30,SH,,100,1,0,,,7,https://coviddashboard.sh.ch/,
2020-07-16,09:30,SH,,102,1,0,,,7,https://coviddashboard.sh.ch/,
2020-07-17,09:30,SH,,103,1,0,,,7,https://coviddashboard.sh.ch/,
2020-07-18,,SH,,103,,,,,7,https://coviddashboard.sh.ch/,
2020-07-19,,SH,,103,,,,,7,https://coviddashboard.sh.ch/,
2020-07-20,09:30,SH,,103,1,0,,,8,https://coviddashboard.sh.ch/,
2020-07-21,09:30,SH,,104,0,0,,,8,https://coviddashboard.sh.ch/,
2020-07-22,09:30,SH,,106,1,0,,,8,https://coviddashboard.sh.ch/,
2020-07-23,09:30,SH,,106,1,0,,,8,https://coviddashboard.sh.ch/,
2020-07-24,09:30,SH,,106,1,1,,,8,https://coviddashboard.sh.ch/,
2020-07-25,,SH,,107,,,,,8,https://coviddashboard.sh.ch/,
2020-07-26,,SH,,107,,,,,8,https://coviddashboard.sh.ch/,
2020-07-27,09:30,SH,,110,1,1,,,8,https://coviddashboard.sh.ch/,
2020-07-28,09:30,SH,,114,1,1,,,8,https://coviddashboard.sh.ch/,
2020-07-29,09:30,SH,,116,1,1,,,8,https://coviddashboard.sh.ch/,
2020-07-30,09:30,SH,,117,1,1,,,8,https://coviddashboard.sh.ch/,
2020-07-31,09:30,SH,,118,2,2,,,8,https://coviddashboard.sh.ch/,
2020-08-01,,SH,,121,,,,,8,https://coviddashboard.sh.ch/,
2020-08-02,,SH,,121,,,,,8,https://coviddashboard.sh.ch/,
2020-08-03,09:30,SH,,124,2,2,,,8,https://coviddashboard.sh.ch/,
2020-08-04,09:30,SH,,130,2,2,,,8,https://coviddashboard.sh.ch/,
2020-08-05,09:30,SH,,132,2,2,,,8,https://coviddashboard.sh.ch/,
2020-08-06,09:30,SH,,132,2,2,,,8,https://coviddashboard.sh.ch/,
2020-08-07,09:30,SH,,135,2,2,,,8,https://coviddashboard.sh.ch/,
2020-08-08,,SH,,136,,,,,8,https://coviddashboard.sh.ch/,
2020-08-09,,SH,,136,,,,,8,https://coviddashboard.sh.ch/,
2020-08-10,09:30,SH,,138,2,2,,,8,https://coviddashboard.sh.ch/,
2020-08-11,09:30,SH,,146,3,2,,,8,https://coviddashboard.sh.ch/,
2020-08-12,09:30,SH,,146,3,2,,,8,https://coviddashboard.sh.ch/,
2020-08-13,09:30,SH,,150,3,2,,,8,https://coviddashboard.sh.ch/,
2020-08-14,09:30,SH,,156,3,2,,,8,https://coviddashboard.sh.ch/,
2020-08-15,,SH,,156,,,,,8,https://coviddashboard.sh.ch/,
2020-08-16,,SH,,156,,,,,8,https://coviddashboard.sh.ch/,
2020-08-17,09:30,SH,,157,2,0,,,8,https://coviddashboard.sh.ch/,
2020-08-18,09:30,SH,,158,2,0,,,8,https://coviddashboard.sh.ch/,
2020-08-19,09:30,SH,,159,2,0,,,8,https://coviddashboard.sh.ch/,
2020-08-20,09:30,SH,,159,1,0,,,8,https://coviddashboard.sh.ch/,
2020-08-21,09:30,SH,,160,0,0,,,8,https://coviddashboard.sh.ch/,
2020-08-22,,SH,,160,,,,,8,https://coviddashboard.sh.ch/,
2020-08-23,,SH,,160,,,,,8,https://coviddashboard.sh.ch/,
2020-08-24,09:30,SH,,161,0,0,,,8,https://coviddashboard.sh.ch/,
2020-08-25,09:30,SH,,161,1,0,,,8,https://coviddashboard.sh.ch/,
2020-08-26,09:30,SH,,161,1,0,,,8,https://coviddashboard.sh.ch/,
2020-08-27,09:30,SH,,161,1,0,,,8,https://coviddashboard.sh.ch/,
2020-08-28,09:30,SH,,161,1,0,,,8,https://coviddashboard.sh.ch/,
2020-08-29,,SH,,161,,,,,8,https://coviddashboard.sh.ch/,
2020-08-30,,SH,,163,,,,,8,https://coviddashboard.sh.ch/,
2020-08-31,09:00,SH,,164,1,0,,,8,https://coviddashboard.sh.ch/,
2020-09-01,09:30,SH,,166,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-02,09:30,SH,,166,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-03,09:30,SH,,167,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-04,09:30,SH,,167,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-05,,SH,,168,,,,,8,https://coviddashboard.sh.ch/,
2020-09-06,,SH,,168,,,,,8,https://coviddashboard.sh.ch/,
2020-09-07,09:00,SH,,170,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-08,09:30,SH,,175,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-09,11:00,SH,,175,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-10,09:30,SH,,177,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-11,08:45,SH,,177,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-12,,SH,,177,,,,,8,https://coviddashboard.sh.ch/,
2020-09-13,,SH,,177,,,,,8,https://coviddashboard.sh.ch/,
2020-09-14,09:15,SH,,177,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-15,08:45,SH,,177,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-16,10:35,SH,,181,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-17,09:15,SH,,181,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-18,10:00,SH,,185,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-19,,SH,,185,,,,,8,https://coviddashboard.sh.ch/,
2020-09-20,,SH,,185,,,,,8,https://coviddashboard.sh.ch/,
2020-09-21,10:00,SH,,185,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-22,10:15,SH,,186,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-23,10:00,SH,,188,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-24,09:25,SH,,188,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-25,09:05,SH,,189,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-26,,SH,,189,,,,,8,https://coviddashboard.sh.ch/,
2020-09-27,,SH,,193,,,,,8,https://coviddashboard.sh.ch/,
2020-09-28,09:50,SH,,193,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-29,09:15,SH,,194,0,0,,,8,https://coviddashboard.sh.ch/,
2020-09-30,09:30,SH,,199,0,0,,,8,https://coviddashboard.sh.ch/,
2020-10-01,09:25,SH,,207,1,0,,,8,https://coviddashboard.sh.ch/,
2020-10-02,09:30,SH,,210,1,0,,,8,https://coviddashboard.sh.ch/,
2020-10-03,,SH,,212,,,,,8,https://coviddashboard.sh.ch/,
2020-10-04,,SH,,212,,,,,8,https://coviddashboard.sh.ch/,
2020-10-05,09:30,SH,,213,1,0,,,8,https://coviddashboard.sh.ch/,
2020-10-06,09:45,SH,,222,1,0,,,8,https://coviddashboard.sh.ch/,
2020-10-07,10:30,SH,,226,0,0,,,8,https://coviddashboard.sh.ch/,
2020-10-08,10:00,SH,,234,2,0,,,8,https://coviddashboard.sh.ch/,
2020-10-09,09:00,SH,,241,2,0,,,8,https://coviddashboard.sh.ch/,
2020-10-10,,SH,,243,,,,,8,https://coviddashboard.sh.ch/,
2020-10-11,,SH,,245,,,,,8,https://coviddashboard.sh.ch/,
2020-10-12,09:45,SH,,249,2,0,,,8,https://coviddashboard.sh.ch/,
2020-10-13,09:30,SH,,263,2,0,,,8,https://coviddashboard.sh.ch/,
2020-10-14,09:30,SH,,267,3,0,,,8,https://coviddashboard.sh.ch/,
2020-10-15,09:30,SH,,274,2,0,,,8,https://coviddashboard.sh.ch/,
2020-10-16,09:30,SH,,294,1,0,,,8,https://coviddashboard.sh.ch/,
2020-10-17,,SH,,302,,,,,8,https://coviddashboard.sh.ch/,
2020-10-18,,SH,,305,,,,,8,https://coviddashboard.sh.ch/,
2020-10-19,10:00,SH,,321,1,0,,,8,https://coviddashboard.sh.ch/,
2020-10-20,10:00,SH,,336,3,1,,,8,https://coviddashboard.sh.ch/,
2020-10-21,11:15,SH,,366,3,2,,,8,https://coviddashboard.sh.ch/,
2020-10-22,09:00,SH,,389,6,2,,,8,https://coviddashboard.sh.ch/,
2020-10-23,09:40,SH,,432,6,2,,,8,https://coviddashboard.sh.ch/,
2020-10-24,,SH,,480,,,,,8,https://coviddashboard.sh.ch/,
2020-10-25,,SH,,518,,,,,8,https://coviddashboard.sh.ch/,
2020-10-26,10:40,SH,,531,8,2,,,8,https://coviddashboard.sh.ch/,
2020-10-27,,SH,,566,,,,,8,https://coviddashboard.sh.ch/,
2020-10-28,09:30,SH,,602,11,3,,,8,https://coviddashboard.sh.ch/,
2020-10-29,09:30,SH,,640,12,3,,,8,https://coviddashboard.sh.ch/,
2020-10-30,09:30,SH,,679,15,3,,,8,https://coviddashboard.sh.ch/,
2020-10-31,,SH,,730,,,,,8,https://coviddashboard.sh.ch/,
2020-11-01,,SH,,757,,,,,8,https://coviddashboard.sh.ch/,
2020-11-02,10:30,SH,,774,16,3,,,9,https://coviddashboard.sh.ch/,
2020-11-03,10:40,SH,,828,12,4,,,10,https://coviddashboard.sh.ch/,
2020-11-04,09:15,SH,,872,18,3,,,11,https://coviddashboard.sh.ch/,
2020-11-05,09:30,SH,,913,20,3,,,13,https://coviddashboard.sh.ch/,
2020-11-06,09:30,SH,,962,17,2,,,14,https://coviddashboard.sh.ch/,
2020-11-07,,SH,,997,,,,,14,https://coviddashboard.sh.ch/,
2020-11-08,,SH,,1021,,,,,16,https://coviddashboard.sh.ch/,
2020-11-09,09:30,SH,,1045,16,2,,,17,https://coviddashboard.sh.ch/,
2020-11-10,09:30,SH,,1095,17,2,,,17,https://coviddashboard.sh.ch/,
2020-11-11,09:03,SH,,1135,20,2,,,18,https://coviddashboard.sh.ch/,
2020-11-12,09:00,SH,,1185,18,2,,,19,https://coviddashboard.sh.ch/,
2020-11-13,10:00,SH,,1233,15,2,,,19,https://coviddashboard.sh.ch/,
2020-11-14,,SH,,1257,,,,,21,https://coviddashboard.sh.ch/,
2020-11-15,,SH,,1277,,,,,21,https://coviddashboard.sh.ch/,
2020-11-16,09:45,SH,,1310,14,2,,,22,https://coviddashboard.sh.ch/,
2020-11-17,10:00,SH,,1367,13,2,,,23,https://coviddashboard.sh.ch/,
2020-11-18,09:00,SH,,1419,16,3,,,23,https://coviddashboard.sh.ch/,
2020-11-19,09:00,SH,,1470,16,3,,,24,https://coviddashboard.sh.ch/,
2020-11-20,10:00,SH,,1503,18,3,,,24,https://coviddashboard.sh.ch/,
2020-11-21,,SH,,1548,,,,,27,https://coviddashboard.sh.ch/,
2020-11-22,,SH,,1566,,,,,28,https://coviddashboard.sh.ch/,
2020-11-23,10:00,SH,,1588,22,3,,,29,https://coviddashboard.sh.ch/,
2020-11-24,09:15,SH,,1633,24,4,,,30,https://coviddashboard.sh.ch/,
2020-11-25,09:15,SH,,1690,19,3,,,31,https://coviddashboard.sh.ch/,
2020-11-26,09:15,SH,,1732,20,2,,,31,https://coviddashboard.sh.ch/,
2020-11-27,09:30,SH,,1778,20,2,,,33,https://coviddashboard.sh.ch/,
2020-11-28,,SH,,1818,,,,,33,https://coviddashboard.sh.ch/,
2020-11-29,,SH,,1846,,,,,33,https://coviddashboard.sh.ch/,
2020-11-30,10:00,SH,,1880,23,2,,,35,https://coviddashboard.sh.ch/,
2020-12-01,10:00,SH,,1933,27,2,,,36,https://coviddashboard.sh.ch/,
2020-12-02,09:30,SH,,1972,25,4,,,36,https://coviddashboard.sh.ch/,
2020-12-03,09:30,SH,,2023,25,4,,,37,https://coviddashboard.sh.ch/,
2020-12-04,09:30,SH,,2078,26,4,,,37,https://coviddashboard.sh.ch/,
2020-12-05,,SH,,2124,,,,,37,https://coviddashboard.sh.ch/,
2020-12-06,,SH,,2146,,,,,37,https://coviddashboard.sh.ch/,
2020-12-07,11:30,SH,,2173,30,3,,,39,https://coviddashboard.sh.ch/,
2020-12-08,09:30,SH,,2212,26,3,,,41,https://coviddashboard.sh.ch/,
2020-12-09,09:30,SH,,2257,27,3,,,41,https://coviddashboard.sh.ch/,
2020-12-10,10:15,SH,,2302,26,3,,,41,https://coviddashboard.sh.ch/,
2020-12-11,09:30,SH,,2348,21,3,,,42,https://coviddashboard.sh.ch/,
2020-12-12,,SH,,2388,,,,,42,https://coviddashboard.sh.ch/,
2020-12-13,,SH,,2418,,,,,43,https://coviddashboard.sh.ch/,
2020-12-14,09:30,SH,,2464,19,4,,,44,https://coviddashboard.sh.ch/,
2020-12-15,09:45,SH,,2512,21,4,,,44,https://coviddashboard.sh.ch/,
2020-12-16,09:30,SH,,2559,18,4,,,45,https://coviddashboard.sh.ch/,
2020-12-17,09:00,SH,,2603,17,4,,,45,https://coviddashboard.sh.ch/,
2020-12-18,09:15,SH,,2632,18,4,,,45,https://coviddashboard.sh.ch/,
2020-12-19,,SH,,2666,,,,,45,https://coviddashboard.sh.ch/,
2020-12-20,,SH,,2691,,,,,45,https://coviddashboard.sh.ch/,
2020-12-21,09:30,SH,,2722,20,3,,,45,https://coviddashboard.sh.ch/,
2020-12-22,09:00,SH,,2763,21,3,,,45,https://coviddashboard.sh.ch/,
2020-12-23,09:00,SH,,2807,17,3,,,46,https://coviddashboard.sh.ch/,
2020-12-24,09:00,SH,,2829,21,4,,,49,https://coviddashboard.sh.ch/,
2020-12-25,,SH,,2855,,,,,49,https://coviddashboard.sh.ch/,
2020-12-26,,SH,,2873,,,,,51,https://coviddashboard.sh.ch/,
2020-12-27,,SH,,2888,,,,,52,https://coviddashboard.sh.ch/,
2020-12-28,09:00,SH,,2927,22,2,,,52,https://coviddashboard.sh.ch/,
2020-12-29,09:30,SH,,2960,22,2,,,52,https://coviddashboard.sh.ch/,
2020-12-30,09:30,SH,,2982,19,1,,,52,https://coviddashboard.sh.ch/,
2020-12-31,09:30,SH,,3003,18,1,,,54,https://coviddashboard.sh.ch/,
2021-01-01,,SH,,3015,,,,,54,https://coviddashboard.sh.ch/,
2021-01-02,,SH,,3031,,,,,54,https://coviddashboard.sh.ch/,
2021-01-03,,SH,,3046,,,,,55,https://coviddashboard.sh.ch/,
2021-01-04,10:30,SH,,3075,14,2,,,55,https://coviddashboard.sh.ch/,
2021-01-05,09:00,SH,,3106,17,2,,,55,https://coviddashboard.sh.ch/,
2021-01-06,09:00,SH,,3136,18,4,,,55,https://coviddashboard.sh.ch/,
2021-01-07,10:15,SH,,3155,15,6,,,55,https://coviddashboard.sh.ch/,
2021-01-08,09:20,SH,,3174,14,4,,,55,https://coviddashboard.sh.ch/,
2021-01-09,,SH,,3191,,,,,56,https://coviddashboard.sh.ch/,
2021-01-10,,SH,,3197,,,,,56,https://coviddashboard.sh.ch/,
2021-01-11,09:45,SH,,3220,15,4,,,57,https://coviddashboard.sh.ch/,
2021-01-12,09:45,SH,,3252,14,4,,,57,https://coviddashboard.sh.ch/,
2021-01-13,09:45,SH,,3266,12,4,,,57,https://coviddashboard.sh.ch/,
2021-01-14,09:00,SH,,3294,12,4,,,57,https://coviddashboard.sh.ch/,
2021-01-15,09:30,SH,,3309,12,4,,,57,https://coviddashboard.sh.ch/,
2021-01-16,,SH,,3325,,,,,58,https://coviddashboard.sh.ch/,
2021-01-17,,SH,,3333,,,,,59,https://coviddashboard.sh.ch/,
2021-01-18,10:00,SH,,3344,14,4,,,60,https://coviddashboard.sh.ch/,
2021-01-19,09:15,SH,,3362,13,3,,,60,https://coviddashboard.sh.ch/,
2021-01-20,09:15,SH,,3375,13,2,,,60,https://coviddashboard.sh.ch/,
2021-01-21,09:15,SH,,3381,13,2,,,60,https://coviddashboard.sh.ch/,
2021-01-22,09:15,SH,,3396,15,2,,,63,https://coviddashboard.sh.ch/,
2021-01-23,,SH,,3409,,,,,63,https://coviddashboard.sh.ch/,
2021-01-24,,SH,,3417,,,,,63,https://coviddashboard.sh.ch/,
2021-01-25,10:00,SH,,3424,10,2,,,63,https://coviddashboard.sh.ch/,
2021-01-26,09:15,SH,,3431,6,0,,,63,https://coviddashboard.sh.ch/,
2021-01-27,10:00,SH,,3443,6,0,,,63,https://coviddashboard.sh.ch/,
2021-01-28,09:30,SH,,3456,6,0,,,63,https://coviddashboard.sh.ch/,
2021-01-29,09:00,SH,,3468,5,0,,,63,https://coviddashboard.sh.ch/,
2021-01-30,,SH,,3475,,,,,63,https://coviddashboard.sh.ch/,
2021-01-31,,SH,,3478,,,,,63,https://coviddashboard.sh.ch/,
2021-02-01,09:45,SH,,3485,4,0,,,65,https://coviddashboard.sh.ch/,
2021-02-02,09:00,SH,,3496,4,0,,,65,https://coviddashboard.sh.ch/,
2021-02-03,09:30,SH,,3504,5,0,,,65,https://coviddashboard.sh.ch/,
2021-02-04,09:30,SH,,3505,3,0,,,65,https://coviddashboard.sh.ch/,
2021-02-05,09:30,SH,,3507,3,0,,,65,https://coviddashboard.sh.ch/,
2021-02-06,,SH,,3509,,,,,65,https://coviddashboard.sh.ch/,
2021-02-07,,SH,,3512,,,,,65,https://coviddashboard.sh.ch/,
2021-02-08,09:30,SH,,3518,3,0,,,65,https://coviddashboard.sh.ch/,
2021-02-09,09:00,SH,,3520,3,0,,,65,https://coviddashboard.sh.ch/,
2021-02-10,09:00,SH,,3522,1,0,,,65,https://coviddashboard.sh.ch/,
2021-02-11,09:00,SH,,3525,2,0,,,66,https://coviddashboard.sh.ch/,
2021-02-12,09:00,SH,,3525,3,0,,,66,https://coviddashboard.sh.ch/,
